,Style_Color,ds,y
34926,DTA6N2107WHT,2018-03-02,60
34927,DTA6N2107WHT,2018-03-16,60
34928,DTA6N2107WHT,2018-04-30,84
34929,DTA6N2110HEM-SOD,2018-03-09,120
34930,DTA6N2110IV-TQ,2018-03-09,120
34931,DTA6N2110MTN-JET,2018-03-09,120
34932,DTA6N2110TPZ-COR,2018-03-09,120
34933,DTA6N2112BLS,2018-04-05,12
34934,DTA6N2112BLS,2018-07-27,36
34935,DTA6N2112BLS,2018-02-06,36
34936,DTA6N2112BLS,2018-06-11,12
34937,DTA6N2112BLS,2018-02-05,24
34938,DTA6N2112IV,2018-05-30,60
34939,DTA6N2112LBL,2018-07-27,60
34940,DTA6N2112LBL,2018-06-28,12
34941,DTA6N2112LBL,2018-06-11,12
34942,DTA6N2112LBL,2018-07-09,12
34943,DTA6N2112LBL,2018-02-05,24
34944,DTA6N2112WHT,2018-04-02,12
34945,DTA6N2112WHT,2018-03-09,24
34946,DTA6N2112WHT,2018-07-27,60
34947,DTA6N2112WHT,2018-03-29,24
34948,DTA6N2112WHT,2018-02-06,36
34949,DTA6N2112WHT,2018-06-11,12
34950,DTA6N2112WHT,2018-07-09,12
34951,DTA6N2112WHT,2018-02-16,36
34952,DTA6N2112WHT,2018-02-05,24
34953,DTA6N2116RG,2018-02-02,12
34954,DTA6N2116RG,2018-03-29,12
34955,DTA6N2116RG,2018-01-26,24
34956,DTA6N2116RG,2018-02-16,24
34957,DTA6N2116RG,2018-03-12,12
34958,DTA6N2116RG,2018-04-09,12
34959,DTA6N2116RG,2018-03-09,12
34960,DTA6N2116WG,2018-02-02,12
34961,DTA6N2116WG,2018-01-16,24
34962,DTA6N2116WG,2018-01-26,36
34963,DTA6N2116WG,2018-02-16,24
34964,DTA6N2116WG,2018-03-12,12
34965,DTA6N2116WG,2018-03-09,12
34966,DTA6N2117RG,2018-01-30,12
34967,DTA6N2117RG,2018-05-11,12
34968,DTA6N2117RG,2018-01-16,24
34969,DTA6N2117RG,2018-06-15,12
34970,DTA6N2117RG,2018-01-26,24
34971,DTA6N2117RG,2018-03-23,24
34972,DTA6N2117RG,2018-04-10,24
34973,DTA6N2117RG,2018-02-16,24
34974,DTA6N2117RG,2018-05-21,24
34975,DTA6N2117RG,2018-06-25,12
34976,DTA6N2117RG,2018-05-10,12
34977,DTA6N2117RG,2018-01-30,36
34978,DTA6N2117RH,2018-01-30,12
34979,DTA6N2117RH,2018-05-11,12
34980,DTA6N2117RH,2018-01-17,12
34981,DTA6N2117RH,2018-01-16,24
34982,DTA6N2117RH,2018-01-26,24
34983,DTA6N2117RH,2018-03-23,36
34984,DTA6N2117RH,2018-04-10,36
34985,DTA6N2117RH,2018-02-16,12
34986,DTA6N2117RH,2018-05-21,24
34987,DTA6N2117RH,2018-05-10,12
34988,DTA6N2117RH,2018-01-30,36
34989,DTA6N2117WG,2018-01-30,12
34990,DTA6N2117WG,2018-05-11,12
34991,DTA6N2117WG,2018-01-17,12
34992,DTA6N2117WG,2018-01-16,36
34993,DTA6N2117WG,2018-01-16,24
34994,DTA6N2117WG,2018-01-26,36
34995,DTA6N2117WG,2018-03-23,60
34996,DTA6N2117WG,2018-04-10,60
34997,DTA6N2117WG,2018-02-16,24
34998,DTA6N2117WG,2018-05-21,24
34999,DTA6N2117WG,2018-03-09,12
35000,DTA6N2117WG,2018-01-30,48
35001,DTA6N2121WHT,2018-02-16,12
35002,DTA6N2121WHT,2018-02-06,36
35003,DTA6N2121WHT,2018-04-27,48
35004,DTA6N2121WHT,2018-01-31,12
35005,DTA6N2121WHT,2018-03-29,12
35006,DTA6N2121WHT,2018-03-06,48
35007,DTA6N2121WHT,2018-03-20,36
35008,DTA6N2121WHT,2018-03-23,24
35009,DTA6N2121WHT,2018-01-31,12
35010,DTA6N2121WHT,2018-03-20,12
35011,DTA6N2121WHT,2018-03-13,12
35012,DTA6N2121WHT,2018-04-20,12
35013,DTA6N2121WHT,2018-04-10,24
35014,DTA6N2121WHT,2018-02-02,72
35015,DTA6N2122AMZ,2018-02-06,12
35016,DTA6N2122AMZ,2018-01-26,48
35017,DTA6N2122AMZ,2018-05-02,24
35018,DTA6N2122AMZ,2018-07-02,12
35019,DTA6N2122HOW,2018-02-06,12
35020,DTA6N2122HOW,2018-01-26,48
35021,DTA6N2122HOW,2018-07-02,12
35022,DTA6N2122JET,2018-02-06,12
35023,DTA6N2122JET,2018-01-26,48
35024,DTA6N2122JET,2018-05-02,24
35025,DTA6N2122JET,2018-04-26,12
35026,DTA6N2122RQ,2018-02-06,12
35027,DTA6N2122RQ,2018-01-26,48
35028,DTA6N2138BL,2018-06-11,12
35029,DTA6N2138BL,2018-07-13,12
35030,DTA6N2138BL,2018-08-01,24
35031,DTA6N2138BL,2018-08-13,36
35032,DTA6N2138DPK,2018-02-09,24
35033,DTA6N2138DPK,2018-08-14,117
35034,DTA6N2138DPK,2018-02-06,24
35035,DTA6N2138DPK,2018-06-11,12
35036,DTA6N2139DPK,2018-05-11,12
35037,DTA6N2139DPK,2018-02-16,12
35038,DTA6N2139DPK,2018-02-16,12
35039,DTA6N2139DPK,2018-02-05,24
35040,DTA6N2139DPK,2018-02-09,24
35041,DTA6N2139DPK,2018-02-08,24
35042,DTA6N2139DPK,2018-04-05,12
35043,DTA6N2139DPK,2018-02-13,24
35044,DTA6N2139DPK,2018-03-22,12
35045,DTA6N2139DPK,2018-02-06,12
35046,DTA6N2139DPK,2018-04-17,48
35047,DTA6N2139DPK,2018-04-27,24
35048,DTA6N2139DPK,2018-02-01,12
35049,DTA6N2139DPK,2018-03-12,12
35050,DTA6N2139DPK,2018-04-09,12
35051,DTA6N2139DPK,2018-04-16,12
35052,DTA6N2139DPK,2018-01-31,12
35053,DTA6N2139DPK,2018-01-31,12
35054,DTA6N2139DPK,2018-02-13,12
35055,DTA6N2139DPK,2018-01-31,12
35056,DTA6N2139DPK,2018-02-13,12
35057,DTA6N2139DPK,2018-03-01,12
35058,DTA6N2139DPK,2018-03-20,12
35059,DTA6N2139DPK,2018-03-23,12
35060,DTA6N2139DPK,2018-05-01,12
35061,DTA6N2139DPK,2018-03-30,48
35062,DTA6N2139DPK,2018-05-11,36
35063,DTA6N2139GRY,2018-03-27,12
35064,DTA6N2139GRY,2018-05-11,12
35065,DTA6N2139GRY,2018-02-16,12
35066,DTA6N2139GRY,2018-02-16,12
35067,DTA6N2139GRY,2018-05-31,12
35068,DTA6N2139GRY,2018-02-05,24
35069,DTA6N2139GRY,2018-02-09,24
35070,DTA6N2139GRY,2018-02-08,24
35071,DTA6N2139GRY,2018-04-05,12
35072,DTA6N2139GRY,2018-02-13,24
35073,DTA6N2139GRY,2018-02-09,24
35074,DTA6N2139GRY,2018-03-22,12
35075,DTA6N2139GRY,2018-03-29,12
35076,DTA6N2139GRY,2018-03-09,12
35077,DTA6N2139GRY,2018-02-06,24
35078,DTA6N2139GRY,2018-03-20,48
35079,DTA6N2139GRY,2018-03-09,12
35080,DTA6N2139GRY,2018-02-01,12
35081,DTA6N2139GRY,2018-03-12,12
35082,DTA6N2139GRY,2018-04-09,12
35083,DTA6N2139GRY,2018-04-16,12
35084,DTA6N2139GRY,2018-05-15,12
35085,DTA6N2139GRY,2018-01-31,12
35086,DTA6N2139GRY,2018-03-20,36
35087,DTA6N2139GRY,2018-04-27,36
35088,DTA6N2139GRY,2018-04-05,12
35089,DTA6N2139GRY,2018-05-10,120
35090,DTA6N2139GRY,2018-01-31,12
35091,DTA6N2139GRY,2018-02-13,12
35092,DTA6N2139GRY,2018-03-01,12
35093,DTA6N2139GRY,2018-03-20,12
35094,DTA6N2139GRY,2018-05-25,12
35095,DTA6N2139GRY,2018-03-23,12
35096,DTA6N2139GRY,2018-04-06,12
35097,DTA6N2139GRY,2018-03-30,72
35098,DTA6N2139GRY,2018-05-11,48
35099,DTA6N2139IV,2018-05-11,12
35100,DTA6N2139IV,2018-02-16,12
35101,DTA6N2139IV,2018-02-16,12
35102,DTA6N2139IV,2018-02-05,24
35103,DTA6N2139IV,2018-02-09,12
35104,DTA6N2139IV,2018-03-19,12
35105,DTA6N2139IV,2018-04-20,24
35106,DTA6N2139IV,2018-02-08,24
35107,DTA6N2139IV,2018-02-13,24
35108,DTA6N2139IV,2018-03-22,12
35109,DTA6N2139IV,2018-03-29,12
35110,DTA6N2139IV,2018-04-05,12
35111,DTA6N2139IV,2018-02-06,12
35112,DTA6N2139IV,2018-03-20,48
35113,DTA6N2139IV,2018-04-17,72
35114,DTA6N2139IV,2018-04-05,12
35115,DTA6N2139IV,2018-02-01,60
35116,DTA6N2139IV,2018-04-19,12
35117,DTA6N2139IV,2018-02-01,24
35118,DTA6N2139IV,2018-03-12,12
35119,DTA6N2139IV,2018-04-09,12
35120,DTA6N2139IV,2018-04-16,12
35121,DTA6N2139IV,2018-04-26,12
35122,DTA6N2139IV,2018-05-10,12
35123,DTA6N2139IV,2018-03-22,12
35124,DTA6N2139IV,2018-03-29,12
35125,DTA6N2139IV,2018-01-31,12
35126,DTA6N2139IV,2018-03-20,36
35127,DTA6N2139IV,2018-04-27,36
35128,DTA6N2139IV,2018-04-05,12
35129,DTA6N2139IV,2018-02-13,12
35130,DTA6N2139IV,2018-05-10,120
35131,DTA6N2139IV,2018-01-31,12
35132,DTA6N2139IV,2018-03-20,12
35133,DTA6N2139IV,2018-04-16,12
35134,DTA6N2139IV,2018-03-23,12
35135,DTA6N2139IV,2018-05-01,12
35136,DTA6N2139IV,2018-04-06,12
35137,DTA6N2139IV,2018-03-13,12
35138,DTA6N2139IV,2018-04-26,12
35139,DTA6N2139IV,2018-04-26,12
35140,DTA6N2139IV,2018-03-30,72
35141,DTA6N2139IV,2018-05-11,48
35142,DTA6N2139MT,2018-02-16,12
35143,DTA6N2139MT,2018-02-16,12
35144,DTA6N2139MT,2018-02-09,12
35145,DTA6N2139MT,2018-02-08,24
35146,DTA6N2139MT,2018-04-05,12
35147,DTA6N2139MT,2018-04-05,12
35148,DTA6N2139MT,2018-02-13,24
35149,DTA6N2139MT,2018-03-22,12
35150,DTA6N2139MT,2018-03-29,12
35151,DTA6N2139MT,2018-02-06,24
35152,DTA6N2139MT,2018-06-01,24
35153,DTA6N2139MT,2018-02-01,24
35154,DTA6N2139MT,2018-03-12,12
35155,DTA6N2139MT,2018-04-09,12
35156,DTA6N2139MT,2018-04-16,24
35157,DTA6N2139MT,2018-05-24,12
35158,DTA6N2139MT,2018-01-31,12
35159,DTA6N2139MT,2018-01-31,12
35160,DTA6N2139MT,2018-02-13,12
35161,DTA6N2139MT,2018-03-01,12
35162,DTA6N2139MT,2018-03-20,12
35163,DTA6N2139MT,2018-04-16,12
35164,DTA6N2139MT,2018-05-25,12
35165,DTA6N2139MT,2018-03-23,12
35166,DTA6N2139MT,2018-05-24,24
35167,DTA6N2139MT,2018-03-30,48
35168,DTA6N2139RH-ABA,2018-04-25,120
35169,DTA6N2140DPK,2018-02-07,12
35170,DTA6N2140DPK,2018-02-16,12
35171,DTA6N2140DPK,2018-03-29,24
35172,DTA6N2140DPK,2018-02-28,12
35173,DTA6N2140DPK,2018-08-22,12
35174,DTA6N2140DPK,2018-03-20,36
35175,DTA6N2140DPK,2018-08-22,12
35176,DTA6N2140GRY,2018-03-27,12
35177,DTA6N2140GRY,2018-02-07,12
35178,DTA6N2140GRY,2018-02-16,12
35179,DTA6N2140GRY,2018-03-29,12
35180,DTA6N2140GRY,2018-07-12,12
35181,DTA6N2140GRY,2018-07-12,12
35182,DTA6N2140GRY,2018-03-08,12
35183,DTA6N2140GRY,2018-02-28,24
35184,DTA6N2140GRY,2018-08-22,12
35185,DTA6N2140GRY,2018-03-20,36
35186,DTA6N2140GRY,2018-08-22,12
35187,DTA6N2140IV,2018-02-07,12
35188,DTA6N2140IV,2018-02-16,12
35189,DTA6N2140IV,2018-03-29,12
35190,DTA6N2140IV,2018-03-29,24
35191,DTA6N2140IV,2018-03-09,12
35192,DTA6N2140IV,2018-02-28,24
35193,DTA6N2140IV,2018-08-22,12
35194,DTA6N2140IV,2018-03-20,36
35195,DTA6N2140IV,2018-08-22,12
35196,DTA6N2140MT,2018-02-07,12
35197,DTA6N2140MT,2018-02-16,12
35198,DTA6N2140MT,2018-03-29,24
35199,DTA6N2140MT,2018-03-08,12
35200,DTA6N2140MT,2018-03-09,12
35201,DTA6N2140MT,2018-02-28,12
35202,DTA6N2140MT,2018-08-22,12
35203,DTA6N2140MT,2018-03-20,36
35204,DTA6N2140MT,2018-08-22,12
35205,DTA6N2140RH-ABA,2018-04-25,120
35206,DTA6N2920BGD,2017-09-15,24
35207,DTA6N2920BGD,2017-08-15,24
35208,DTA6N2920BGD,2017-09-14,12
35209,DTA6N2920BGD,2017-09-22,12
35210,DTA6N2920BGD,2017-11-30,24
35211,DTA6N2920BGD,2017-09-12,12
35212,DTA6N2920BGD,2017-11-30,12
35213,DTA6N2920BGD,2018-08-20,120
35214,DTA6N2920BGD,2017-08-18,36
35215,DTA6N2920BGD,2017-08-15,24
35216,DTA6N2920BGD,2017-09-07,12
35217,DTA6N2920BGD,2017-08-15,24
35218,DTA6N2920BGD,2017-09-08,24
35219,DTA6N2920BGD,2017-09-08,12
35220,DTA6N2920BGD,2017-11-03,12
35221,DTA6N2920BGD,2017-12-01,12
35222,DTA6N2920BGD,2017-09-18,24
35223,DTA6N2920BGD,2017-10-09,96
35224,DTA6N2920BRN,2017-10-05,12
35225,DTA6N2920BRN,2017-10-05,12
35226,DTA6N2920BRN,2017-09-12,12
35227,DTA6N2920BRN,2017-08-18,48
35228,DTA6N2920BRN,2017-08-15,24
35229,DTA6N2920BRN,2017-09-07,12
35230,DTA6N2920BRN,2017-08-15,24
35231,DTA6N2920BRN,2017-09-08,24
35232,DTA6N2920BRN,2017-09-08,12
35233,DTA6N2920BRN,2017-11-03,12
35234,DTA6N2920BRN,2017-10-09,96
35235,DTA6N2920DBL,2017-09-15,24
35236,DTA6N2920DBL,2017-08-15,12
35237,DTA6N2920DBL,2017-08-18,36
35238,DTA6N2920DBL,2017-08-15,24
35239,DTA6N2920DBL,2017-08-15,24
35240,DTA6N2920DBL,2017-09-08,24
35241,DTA6N2920DBL,2017-09-08,12
35242,DTA6N2920DBL,2017-11-03,12
35243,DTA6N2920IV,2018-01-03,36
35244,DTA6N2920IV,2018-08-20,48
35245,DTA6N2920IV,2017-08-18,36
35246,DTA6N2920JET,2017-09-15,24
35247,DTA6N2920JET,2017-08-15,12
35248,DTA6N2920JET,2017-09-14,12
35249,DTA6N2920JET,2017-10-05,12
35250,DTA6N2920JET,2017-08-18,48
35251,DTA6N2920JET,2017-08-15,36
35252,DTA6N2920JET,2017-08-15,24
35253,DTA6N2920JET,2017-09-08,24
35254,DTA6N2920JET,2017-09-08,12
35255,DTA6N2920JET,2017-11-03,12
35256,DTA6N2920JET,2017-09-19,12
35257,DTA6N2920JET,2017-11-15,24
35258,DTA6N2920JET,2017-10-09,96
35259,DTA6N2921BGD,2017-09-27,12
35260,DTA6N2921BGD,2017-08-17,48
35261,DTA6N2921BGD,2017-08-17,36
35262,DTA6N2921BGD,2017-08-08,36
35263,DTA6N2921BGD,2017-09-29,36
35264,DTA6N2921BGD,2017-08-08,36
35265,DTA6N2921BGD,2017-08-18,60
35266,DTA6N2921BGD,2017-08-25,12
35267,DTA6N2921BGD,2017-11-03,12
35268,DTA6N2921BGD,2017-09-29,48
35269,DTA6N2921BGD,2017-10-24,12
35270,DTA6N2921BGD,2017-11-29,12
35271,DTA6N2921BRN,2017-08-17,48
35272,DTA6N2921BRN,2017-08-08,24
35273,DTA6N2921BRN,2017-09-29,24
35274,DTA6N2921BRN,2017-08-08,36
35275,DTA6N2921BRN,2017-08-18,12
35276,DTA6N2921BRN,2017-10-12,12
35277,DTA6N2921BRN,2017-11-03,12
35278,DTA6N2921BRN,2017-09-29,48
35279,DTA6N2921IV,2017-08-17,72
35280,DTA6N2921IV,2017-10-05,12
35281,DTA6N2921IV,2017-10-05,12
35282,DTA6N2921IV,2017-08-23,24
35283,DTA6N2921IV,2017-09-26,12
35284,DTA6N2921IV,2017-10-19,12
35285,DTA6N2921IV,2017-09-19,12
35286,DTA6N2921IV,2017-11-03,12
35287,DTA6N2921IV,2017-10-09,84
35288,DTA6N2921JET,2017-08-17,48
35289,DTA6N2921JET,2017-08-08,36
35290,DTA6N2921JET,2017-09-29,24
35291,DTA6N2921JET,2017-08-08,36
35292,DTA6N2921JET,2017-08-18,60
35293,DTA6N2921JET,2017-08-25,12
35294,DTA6N2921JET,2017-11-03,12
35295,DTA6N2921JET,2017-12-01,12
35296,DTA6N2921JET,2017-09-29,84
35297,DTA6N2921JET,2017-11-29,12
35298,DTA6N2921NV,2017-08-17,48
35299,DTA6N2921NV,2017-08-17,12
35300,DTA6N2921NV,2017-08-08,36
35301,DTA6N2921NV,2017-08-08,36
35302,DTA6N2921NV,2017-08-18,48
35303,DTA6N2921NV,2017-10-12,12
35304,DTA6N2921NV,2017-11-03,12
35305,DTA6N2921OLV,2017-09-27,12
35306,DTA6N2921OLV,2017-08-17,48
35307,DTA6N2921OLV,2017-08-17,48
35308,DTA6N2921OLV,2017-08-08,24
35309,DTA6N2921OLV,2017-09-29,10
35310,DTA6N2921OLV,2017-08-08,36
35311,DTA6N2921OLV,2017-08-18,36
35312,DTA6N2921OLV,2017-08-25,12
35313,DTA6N2937GD-CRM,2017-12-15,12
35314,DTA6N2937GD-CRM,2017-12-15,12
35315,DTA6N2937GD-CRM,2017-12-07,60
35316,DTA6N2937GD-CRM,2017-09-15,24
35317,DTA6N2937GD-CRM,2017-09-12,12
35318,DTA6N2937GD-CRM,2017-09-12,12
35319,DTA6N2937GD-CRM,2018-01-10,24
35320,DTA6N2937GD-CRM,2017-08-29,24
35321,DTA6N2937GD-CRM,2017-09-26,12
35322,DTA6N2937GD-CRM,2017-09-07,12
35323,DTA6N2937GD-CRM,2017-09-01,24
35324,DTA6N2937GD-CRM,2017-09-29,12
35325,DTA6N2937GD-CRM,2017-12-19,24
35326,DTA6N2937GD-CRM,2017-09-27,12
35327,DTA6N2937GD-CRM,2017-09-01,36
35328,DTA6N2937GD-CRM,2018-07-12,12
35329,DTA6N2937GD-CRM,2018-07-12,12
35330,DTA6N2937GD-CRM,2017-11-30,24
35331,DTA6N2937GD-CRM,2017-09-08,24
35332,DTA6N2937GD-CRM,2017-09-13,12
35333,DTA6N2937GD-CRM,2017-09-15,24
35334,DTA6N2937GD-CRM,2017-12-01,36
35335,DTA6N2937GD-CRM,2018-01-26,48
35336,DTA6N2937GD-CRM,2017-12-29,12
35337,DTA6N2937GD-CRM,2018-02-08,12
35338,DTA6N2937GD-CRM,2017-09-08,24
35339,DTA6N2937GD-CRM,2017-12-01,12
35340,DTA6N2937GD-CRM,2017-09-29,12
35341,DTA6N2937GD-CRM,2018-05-07,60
35342,DTA6N2937GD-CRM,2018-05-02,24
35343,DTA6N2937GD-CRM,2018-06-25,24
35344,DTA6N2937GD-CRM,2017-10-24,36
35345,DTA6N2937GD-CRM,2018-01-05,12
35346,DTA6N2937GD-CRM,2018-01-31,12
35347,DTA6N2937GD-CRM,2018-02-13,12
35348,DTA6N2937GD-CRM,2017-12-19,12
35349,DTA6N2937GD-CRM,2017-09-26,24
35350,DTA6N2937GD-CRM,2017-10-05,24
35351,DTA6N2937RG-PK,2017-12-15,12
35352,DTA6N2937RG-PK,2017-12-15,12
35353,DTA6N2937RG-PK,2017-09-15,24
35354,DTA6N2937RG-PK,2017-09-12,12
35355,DTA6N2937RG-PK,2017-09-12,12
35356,DTA6N2937RG-PK,2018-01-10,24
35357,DTA6N2937RG-PK,2017-09-26,12
35358,DTA6N2937RG-PK,2017-09-01,24
35359,DTA6N2937RG-PK,2017-09-27,12
35360,DTA6N2937RG-PK,2017-09-01,12
35361,DTA6N2937RG-PK,2017-09-08,36
35362,DTA6N2937RG-PK,2017-09-08,24
35363,DTA6N2937RG-PK,2017-12-01,12
35364,DTA6N2937RG-PK,2017-12-01,12
35365,DTA6N2937RG-PK,2017-09-29,12
35366,DTA6N2937RG-PK,2017-09-29,48
35367,DTA6N2937RG-PK,2017-12-08,24
35368,DTA6N2937RG-PK,2018-01-31,24
35369,DTA6N2937RG-PK,2018-04-19,12
35370,DTA6N2937RG-PK,2017-09-07,12
35371,DTA6N2937RG-PK,2018-01-05,12
35372,DTA6N2937RG-PK,2018-01-31,12
35373,DTA6N2937RG-PK,2018-02-13,12
35374,DTA6N2937RG-PK,2017-12-12,12
35375,DTA6N2937RH-CRM,2017-12-15,12
35376,DTA6N2937RH-CRM,2017-10-24,12
35377,DTA6N2937RH-CRM,2017-12-07,60
35378,DTA6N2937RH-CRM,2017-09-15,24
35379,DTA6N2937RH-CRM,2017-09-12,12
35380,DTA6N2937RH-CRM,2017-09-12,12
35381,DTA6N2937RH-CRM,2018-01-10,12
35382,DTA6N2937RH-CRM,2017-08-29,24
35383,DTA6N2937RH-CRM,2017-09-26,12
35384,DTA6N2937RH-CRM,2017-09-01,24
35385,DTA6N2937RH-CRM,2017-09-29,12
35386,DTA6N2937RH-CRM,2017-12-19,24
35387,DTA6N2937RH-CRM,2017-09-27,12
35388,DTA6N2937RH-CRM,2018-07-12,12
35389,DTA6N2937RH-CRM,2018-07-12,12
35390,DTA6N2937RH-CRM,2018-07-12,12
35391,DTA6N2937RH-CRM,2017-09-08,24
35392,DTA6N2937RH-CRM,2017-12-29,12
35393,DTA6N2937RH-CRM,2018-02-08,12
35394,DTA6N2937RH-CRM,2017-09-08,12
35395,DTA6N2937RH-CRM,2017-12-01,12
35396,DTA6N2937RH-CRM,2017-09-29,12
35397,DTA6N2937RH-CRM,2017-08-17,12
35398,DTA6N2937RH-CRM,2017-10-24,36
35399,DTA6N2937RH-CRM,2018-01-05,12
35400,DTA6N2937RH-CRM,2018-01-31,12
35401,DTA6N2937RH-CRM,2018-02-13,12
35402,DTA6N2937RH-CRM,2017-12-04,12
35403,DTA6N2940GD-CRM,2017-12-05,24
35404,DTA6N2940GD-CRM,2018-01-12,12
35405,DTA6N2940GD-CRM,2017-09-22,12
35406,DTA6N2940GD-CRM,2017-11-03,60
35407,DTA6N2940GD-CRM,2017-09-08,36
35408,DTA6N2940GD-CRM,2017-10-13,12
35409,DTA6N2940GD-CRM,2017-10-24,24
35410,DTA6N2940GD-CRM,2018-04-10,36
35411,DTA6N2940GD-CRM,2017-12-01,12
35412,DTA6N2940GD-CRM,2018-05-07,60
35413,DTA6N2940GD-CRM,2017-09-26,24
35414,DTA6N2940GD-CRM,2017-11-03,24
35415,DTA6N2940GD-CRM,2017-08-29,36
35416,DTA6N2940RH-CRM,2017-12-05,24
35417,DTA6N2940RH-CRM,2018-01-05,24
35418,DTA6N2940RH-CRM,2017-11-03,48
35419,DTA6N2940RH-CRM,2017-09-08,24
35420,DTA6N2940RH-CRM,2018-04-10,36
35421,DTA6N2940RH-CRM,2017-12-01,12
35422,DTA6N2940RH-CRM,2017-08-29,36
35423,DTA6N2958GOLD,2017-11-06,120
35424,DTA6N2966GRY,2017-09-12,12
35425,DTA6N2966GRY,2017-09-08,60
35426,DTA6N2966GRY,2018-08-20,108
35427,DTA6N2966GRY,2017-09-19,24
35428,DTA6N2966GRY,2017-09-08,24
35429,DTA6N2966GRY,2017-09-14,12
35430,DTA6N2966GRY,2017-09-08,24
35431,DTA6N2966GRY,2017-09-13,12
35432,DTA6N2966GRY,2018-07-02,12
35433,DTA6N2966GRY,2017-10-09,12
35434,DTA6N2966GRY,2017-09-12,24
35435,DTA6N2966GRY,2017-09-08,48
35436,DTA6N2966GRY,2017-10-24,48
35437,DTA6N2966NV,2017-09-12,12
35438,DTA6N2966NV,2017-09-08,24
35439,DTA6N2966NV,2017-09-08,36
35440,DTA6N2966NV,2017-09-13,12
35441,DTA6N2966NV,2017-09-29,12
35442,DTA6N2966NV,2017-09-15,12
35443,DTA6N2966NV,2017-10-09,36
35444,DTA6N2966NV,2017-09-12,24
35445,DTA6N2966NV,2017-09-08,24
35446,DTA6N2966NV,2017-10-24,24
35447,DTA6N2966RED,2017-09-12,12
35448,DTA6N2966RED,2017-09-19,24
35449,DTA6N2966RED,2017-09-08,60
35450,DTA6N2966RED,2017-09-19,24
35451,DTA6N2966RED,2017-09-08,36
35452,DTA6N2966RED,2017-09-08,36
35453,DTA6N2966RED,2017-09-13,12
35454,DTA6N2966RED,2017-09-29,12
35455,DTA6N2966RED,2017-09-15,12
35456,DTA6N2966RED,2017-10-05,12
35457,DTA6N2966RED,2017-10-09,36
35458,DTA6N2966RED,2017-09-12,24
35459,DTA6N2966RED,2017-09-08,48
35460,DTA6N2966RED,2017-10-24,36
35461,DTA6N2966RED,2017-10-31,36
35462,DTA6N2984GD,2017-10-20,12
35463,DTA6N2984GD,2017-10-17,36
35464,DTA6N2984GD,2018-08-14,69
35465,DTA6N2984GD,2017-12-19,12
35466,DTA6N2984GD,2017-11-28,12
35467,DTA6N2984GD,2017-11-01,12
35468,DTA6N2984GD,2017-11-29,12
35469,DTA6N2984GD,2017-12-05,12
35470,DTA6N2984GD,2018-04-26,12
35471,DTA6N2984GD,2018-04-26,12
35472,DTA6N2984RG,2017-10-20,12
35473,DTA6N2984RG,2017-10-17,24
35474,DTA6N2984RG,2018-01-05,24
35475,DTA6N2984RG,2017-11-28,12
35476,DTA6N2984RG,2017-11-02,36
35477,DTA6N2984RG,2018-04-05,24
35478,DTA6N2984RH,2017-10-20,12
35479,DTA6N2984RH,2017-10-17,36
35480,DTA6N2984RH,2018-01-05,24
35481,DTA6N2984RH,2017-10-25,12
35482,DTA6N2984RH,2018-07-12,12
35483,DTA6N2984RH,2018-02-02,12
35484,DTA6N2984RH,2017-11-28,12
35485,DTA6N2984RH,2017-11-01,12
35486,DTA6N2984RH,2017-11-29,12
35487,DTA6N2984RH,2017-12-05,12
35488,DTA6N2984RH,2018-04-26,12
35489,DTA6N2984RH,2018-04-26,12
35490,DTA6N2995GD,2017-10-24,12
35491,DTA6N2995GD,2017-11-03,24
35492,DTA6N2995GD,2017-10-26,24
35493,DTA6N2995GD,2017-11-03,72
35494,DTA6N2995GD,2017-10-24,48
35495,DTA6N2995GD,2017-11-16,36
35496,DTA6N2995RG,2017-10-24,12
35497,DTA6N2995RG,2017-11-03,12
35498,DTA6N2995RG,2017-10-26,24
35499,DTA6N2995RG,2017-11-03,36
35500,DTA6N2995RG,2017-10-24,24
35501,DTA6N2995RG,2017-11-16,12
35502,DTA6N2995RH,2017-10-24,12
35503,DTA6N2995RH,2017-11-03,12
35504,DTA6N2995RH,2017-10-26,24
35505,DTA6N2995RH,2017-11-03,36
35506,DTA6N2995RH,2017-10-24,36
35507,DTA6N2995RH,2017-11-16,36
35508,DTA6N3502GD,2017-11-17,12
35509,DTA6N3502GD,2017-11-22,12
35510,DTA6N3502GD,2017-11-03,12
35511,DTA6N3502GD,2017-11-03,12
35512,DTA6N3502GD,2018-01-26,36
35513,DTA6N3502GD,2017-11-07,12
35514,DTA6N3502GD,2017-10-31,24
35515,DTA6N3502RG,2017-11-17,12
35516,DTA6N3502RG,2017-11-22,12
35517,DTA6N3502RG,2017-11-03,12
35518,DTA6N3502RG,2017-11-03,12
35519,DTA6N3502RG,2017-11-07,12
35520,DTA6N3502RH,2017-11-17,12
35521,DTA6N3502RH,2017-11-22,12
35522,DTA6N3502RH,2017-11-03,12
35523,DTA6N3502RH,2017-11-03,12
35524,DTA6N3502RH,2017-11-15,12
35525,DTA6N3502RH,2017-11-07,12
35526,DTA6N3523GRY,2017-11-17,12
35527,DTA6N3523GRY,2018-03-06,12
35528,DTA6N3523GRY,2018-03-22,12
35529,DTA6N3523RG,2018-05-31,12
35530,DTA6N3523RG,2018-05-31,12
